Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Cleaned_Review
"Giá nào thì giày loại nó , mn nên mua tầm 190k trở lên mang sẻ êm hơn hàng dưới 150k",-1,-1,-1,-1,-1,-1,2,-1,giá nào thì giày loại nó mn nên mua tầm 190 k trở lên mang sẻ_êm hơn hàng dưới 150 k
Có vẻ form size bé hơn các loại khác. Thường mình mang 38 nay oder 39 mà mang vừa k rộng tí nào .,-1,-1,-1,-1,2,-1,-1,-1,có_vẻ form_kích_cỡ bé hơn các loại khác_thường mình mang 38 nay oder 39 mà mang vừa không rộng tí nào
"Hàng giao khá nhanh ,đóng gói khá cẩn thận, giày đẹp",-1,2,1,-1,-1,2,-1,-1,hàng giao khá nhanh đóng_gói khá cẩn_thận giày đẹp
"Đóng gói rất chi là OK la , hàng ô cê , nhưng bẩn đế giầy xíu , lau là mất  , nên mua ( hình ảnh mang tính chất nhận xu)",-1,-1,0,-1,-1,1,2,-1,đóng_gói rất chi là tốt_la hàng ô_cê nhưng bẩn_đế giầy_xíu lau là mất nên mua hình_ảnh mang tính_chất nhận xu
"Giày chất đẹp nha mọi người, mua có mấy chục nghìn bạc mà quá ưng ý luôn, màu đẹp, chất đẹp, lại rẻ nữa, mỗi tội giao hàng hơi lâu, nhưng hàng từ nước ngoài về thì lâu cũng fai mà",1,0,1,1,-1,-1,-1,-1,giày chất đẹp_nha mọi người mua có mấy chục nghìn bạc mà quá ưng_ý luôn màu đẹp chất đẹp lại rẻ nữa mỗi tội giao hàng hơi lâu nhưng hàng từ nước_ngoài về thì lâu cũng fai mà
"Đúng với mô tả. Lên from chân đẹp, ok mua được. Đi nhảy , gym , chạy bộ ok",-1,-1,1,-1,-1,-1,-1,-1,đúng với mô_tả lên from chân đẹp tốt mua được đi nhảy_gym chạy bộ tốt
"Giày đỉnh vãi shop ơiiiiii, 10 điểm ko có điểm nào để chê rất rất rất hài lòng",-1,-1,-1,-1,-1,-1,1,-1,giày đỉnh vãi cửa_hàng ơiiiiii 10 điểm không có điểm nào để chê rất rất rất hài_lòng
Y Set len gấu kẻ đáng eo xỉuu😍 Áo có 2 màu kẻ đen- kẻ xanh Quần nhung tăm có 2 màu đen - be Freesize Chất áo và quần chất siêu dày dặn ạaa,-1,-1,1,1,-1,-1,-1,-1,y_set len_gấu kẻ đáng eo_xỉuu áo có 2 màu kẻ đen_kẻ xanh quần_nhung tăm có 2 màu đen be freesize chất áo và quần_chất siêu_dày dặn ạaa
Hàng oke đóng gói cẩn thận giao hàng nhanhh nói chung tuyệt vời lunn,-1,1,-1,-1,-1,1,1,-1,hàng tốt đóng_gói cẩn_thận giao hàng nhanhh nói_chung tuyệt_vời lunn
"Giày dáng đẹp, nhưng nếu đi lâu sẽ hơi đau chân, da nhăn nha mn, nhưng với giá này thì cũng ok.",-1,-1,1,0,-1,-1,-1,-1,giày_dáng đẹp nhưng nếu đi lâu sẽ hơi đau chân da_nhăn nha_mn nhưng với giá này thì cũng tốt
Giày đẹp lắm rất đáng tiền luôn sẽ ủng hộ shop,-1,-1,1,-1,-1,-1,-1,-1,giày đẹp lắm rất đáng tiền luôn sẽ ủng_hộ cửa_hàng
"Đẹp hết nước chấm nhé,size cũng vừa in luôn,shop bán hàng có tâm nhất quả đất luôn nè",-1,-1,1,-1,1,1,-1,-1,đẹp hết nước chấm nhé_kích_cỡ cũng vừa in luôn cửa_hàng bán hàng có tâm nhất quả đất luôn nè
Em có biết là em không muốn làm cho anh xin nghỉ á em vs nha bạn ơi cho chị có đi đâu,-1,-1,-1,-1,-1,-1,-1,2,em có biết là em không muốn làm cho anh xin nghỉ á em vs nha bạn ơi cho chị có đi đâu
nói chung là đẹp với mang cũng thoải máii tuy rẻ nhưng mà giày xịn lắm ạ,1,-1,1,1,-1,-1,-1,-1,nói_chung là đẹp với mang cũng thoải máii tuy rẻ nhưng_mà giày xịn lắm ạ
Giày đẹp ạ giao hàng nhanh nhưng mà hơi rộng tại vì ko có size nhỏ ạ,-1,1,1,-1,0,-1,-1,-1,giày đẹp ạ giao hàng nhanh nhưng_mà hơi rộng tại vì không có kích_cỡ nhỏ ạ
Gửi sai mẫu,-1,-1,-1,-1,-1,0,-1,-1,gửi sai mẫu
Chất liệu giầy khá đẹp nhé  Nhìn hàng cũng ổn  Độ bền k biết có cao k,-1,-1,-1,2,-1,-1,2,-1,chất_liệu giầy khá đẹp nhé nhìn hàng cũng ổn_độ bền không biết có cao không
Do là bị xước mũi dày nên k để 5 sao đc Chất lượng ổn đeo dễ chịu Nên tăng 1sz,-1,-1,0,2,2,-1,-1,-1,do là bị xước mũi dày nên không để 5 sao được chất_lượng ổn đeo dễ_chịu nên tăng 1 sz
Tiền nào của lấy mọi ng nha sp phù hợp vs hoc sinh n,-1,-1,-1,-1,-1,-1,2,-1,tiền nào của lấy mọi ng_nha sản_phẩm phù_hợp vs hoc_sinh n
"Không được hài lòng, trong khi mọi người có hộp thì đơn hàng của tui ko có lấy 1 cái hộp nào, chỉ có 1 cái bọc đựng. Cảm giác bị dối lừa , thất vọng.",-1,-1,-1,-1,-1,0,-1,-1,không được hài_lòng trong khi mọi người có hộp thì đơn hàng của tui không có lấy 1 cái hộp nào chỉ có 1 cái bọc đựng cảm_giác bị dối_lừa thất_vọng
Mặt hàng rất hài lòng,-1,-1,-1,-1,-1,-1,1,-1,mặt_hàng rất hài_lòng
Làm qua loa ! Tệ,-1,-1,-1,-1,-1,-1,0,-1,làm qua_loa tệ
Cảm giác nó cứ xốp xốp kiểu gì ý . Khó diễn tả quá. Cảm thấy không ok lắm,-1,-1,-1,0,-1,-1,-1,-1,cảm_giác nó cứ xốp xốp kiểu gì ý khó diễn_tả quá cảm_thấy không tốt lắm
"Giày đẹp, giao hàng nhanh nhưng đóng gói sơ sài, hộp nát bét luôn",-1,1,1,-1,-1,0,-1,-1,giày đẹp giao hàng nhanh nhưng đóng_gói sơ_sài hộp nát bét luôn
"Ko nghĩ chân 22 cũng vừa đc. Giày xinh lắm ạ, mà giá thì hạt dẻ",1,-1,1,-1,-1,-1,-1,-1,không nghĩ chân 22 cũng vừa được giày_xinh lắm ạ mà giá thì hạt dẻ
Giá khá ổn. Shipper rất nhiệt tình ạ. Sẽ ủng hộ shop lần sau nha,2,1,-1,-1,-1,-1,-1,-1,giá khá ổn người giao hàng rất nhiệt_tình ạ sẽ ủng_hộ cửa_hàng lần sau nha
"Giao hàng nhanh ,giá cả hợp lý , mỗi tội giày dính 1 tí màu vàng nhưng kh sao ,đế cao ,hơi thừa 1 ra đằng sau 1 tí nhưng đi tất vào là đc",2,1,2,-1,-1,-1,-1,-1,giao hàng nhanh giá_cả hợp_lý mỗi tội giày dính 1 tí màu vàng nhưng không sao_đế cao hơi thừa 1 ra đằng sau 1 tí nhưng đi tất vào là được
Giày rất đẹp cộng với shop dễ thương xỉu lun áaaaa,-1,-1,1,-1,-1,1,-1,-1,giày rất đẹp cộng với cửa_hàng dễ_thương xỉu lun áaaaa
Giày đẹp quá trời luôn ạ. Giao nhanh lắm mới 2 ngày đã tới rồi. Cảm ơn shopp 😍,-1,1,1,-1,-1,-1,-1,-1,giày đẹp quá trời luôn ạ giao nhanh lắm mới 2 ngày đã tới rồi cảm_ơn shopp
Hàng đẹp mà giao k đúng size nhưng mang vẫn vừa . Sẽ ủng hộ shop lần sau,-1,-1,1,-1,0,-1,-1,-1,hàng đẹp mà giao không đúng kích_cỡ nhưng mang vẫn vừa sẽ ủng_hộ cửa_hàng lần sau
"Giày đẹp, như hình, thích màu be mà sợ dơ nên mua mài nâu luôn, size chuẩn",-1,-1,1,1,-1,1,-1,-1,giày đẹp như hình_thích màu be mà sợ dơ nên mua mài nâu luôn kích_cỡ chuẩn
Hình ảnh chỉ mang tính chất nhận xu.  Giày rẻ mà siu chất lượng nha,1,-1,-1,1,-1,-1,-1,-1,hình_ảnh chỉ mang tính_chất nhận xu giày rẻ mà siu chất_lượng nha
"giao hàng nhanh,đúng mẫu nhưng giày bị hở chân keo cả 2 bên hơi nhiều",-1,1,-1,0,-1,-1,-1,-1,giao hàng nhanh đúng mẫu nhưng giày bị hở chân keo cả 2 bên hơi nhiều
Đẹp nha nhưng sợ nhỏ nên tăng 2size hơi rộng tíiii,-1,-1,1,-1,0,-1,-1,-1,đẹp nha nhưng sợ nhỏ nên tăng 2 size hơi rộng tíiii
Giàyy khá đẹp giao hàng nhanh đóng gói sản phẩm chắc chắn shop phục vụ việc rấtt tốt:33 rấttt đáng để mua nha mn,-1,1,2,-1,-1,1,-1,-1,giàyy khá đẹp giao hàng nhanh đóng_gói sản_phẩm chắc_chắn cửa_hàng phục_vụ việc rấtt tốt 33 rấttt_đáng để mua nha mn
"Giày vừa xinh vừa rẻ, giao hàng cũng nhanh rất hài lòng về sản phẩm 😘",1,1,1,-1,-1,-1,1,-1,giày vừa xinh vừa rẻ giao hàng cũng nhanh rất hài_lòng về sản_phẩm
Bình thường. K đx như mong đợi,-1,-1,-1,-1,-1,-1,0,-1,bình_thường không đx như mong_đợi
Sp tốt chất lượng giao hàng nhanh ship thân thiện đóng gói cẩn thận,-1,1,-1,1,-1,1,1,-1,sản_phẩm tốt chất_lượng giao hàng nhanh giao hàng thân_thiện đóng_gói cẩn_thận
"Phom dep,giay nhe,di em chan,gia re nua,dong goi can than,giao hang rat nhanh.cam on shop",1,1,1,1,-1,1,-1,-1,phom dep giay nhe di_em chan_gia_re nua dong goi can than giao hang rat nhanh cam_on cửa_hàng
"Giầy chắc chắn, đường keo đẹp. Phom dáng rất xịn xò",-1,-1,1,1,-1,-1,-1,-1,giầy chắc_chắn đường keo đẹp phom_dáng rất xịn xò
"Giày đẹp nha, nhưng hơi rộng, nt cho shop xin đổi size shop rất rất dễ thương lun",-1,-1,1,-1,0,1,-1,-1,giày đẹp_nha nhưng hơi rộng nt cho cửa_hàng xin đổi kích_cỡ cửa_hàng rất rất dễ_thương lun
"Giày lên from đẹp, giao hàng nhanh, có điểm trừ là giày bị nhiều vết bẩn, ố vàng 4* thôi ạ",-1,1,2,-1,-1,-1,-1,-1,giày lên from đẹp giao hàng nhanh có điểm trừ là giày bị nhiều vết bẩn ố vàng 4 thôi ạ
Giao hàng nhanh phết,-1,1,-1,-1,-1,-1,-1,-1,giao hàng nhanh phết
Có hộp thì đẹp,-1,-1,-1,-1,-1,0,-1,-1,có hộp thì đẹp
hdhdbdndlfncndmdvdndkdbdmdncbcncncncnfnfbfbhf sp rất ok,-1,-1,-1,-1,-1,-1,-1,2,hdhdbdndlfncndmdvdndkdbdmdncbcncncncnfnfbfbhf sản_phẩm rất tốt
Nên mua nha mn. Rẻ đẹp ưng lắm nha♥️♥️♥️,1,-1,1,-1,-1,-1,-1,-1,nên mua nha mn rẻ đẹp ưng lắm nha
hàng chất lượng tốt đóng gói tốt giao hàng nhanh nên tăng size so với kích cỡ thật để đi thoải mái,-1,1,-1,1,2,-1,-1,-1,hàng chất_lượng tốt đóng_gói tốt giao hàng nhanh nên tăng kích_cỡ so với kích_cỡ thật để đi thoải_mái
Cho một ma trận số nguyên có kích thước m x n. Viết chương trình tìm phần tử lớn nhất của mỗi hàng và phần tử nhỏ nhất của mỗi cột của ma trận đó.,-1,-1,-1,-1,-1,-1,-1,2,cho một ma_trận số nguyên có kích_thước m x n viết chương_trình tìm phần_tử lớn nhất của mỗi hàng và phần_tử nhỏ nhất của mỗi cột của ma_trận đó
"giày đẹp nha, đi chạy bộ khá êm chân mà có điều bth t đi size 36 mà nay đặt 36 vừa quá =)) con nào thích chạy bộ đeo cho thoải mái thì mua lên 1 size nhé 23cm 13",-1,-1,1,1,1,-1,-1,-1,giày đẹp nha đi chạy_bộ khá êm_chân mà có_điều bth t đi kích_cỡ 36 mà nay đặt 36 vừa quá con nào thích chạy bộ đeo cho thoải_mái thì mua lên 1 kích_cỡ nhé 23 cm 13
Ví dụ bình thường mang 38 nên đặt lùi lại 37 vì rộng😢,-1,-1,-1,-1,0,-1,-1,-1,ví_dụ bình_thường mang 38 nên đặt lùi lại 37 vì rộng
Săn sale rẻ quá tr. Chất lượng okla nha,1,-1,-1,-1,-1,-1,-1,-1,săn sale rẻ quá tr chất_lượng okla nha
"Hàng đẹp hơn mong đợi shop nhé ae, mỗi tội gần 20 ngày mới nhận đc hàng, vẫn cho 5* vì chất lượng",-1,0,1,1,-1,-1,-1,-1,hàng đẹp hơn mong_đợi cửa_hàng nhé ae mỗi tội gần 20 ngày mới nhận được hàng vẫn cho 5 vì chất_lượng
"giày fom ko dc đẹp lắm nhưng giá tiền này thì ko đòi hỏi gì nhiều, giày đẹp toàn tiền triệu đôi này mua trải nghiệm vài bữa cũng ok",-1,-1,0,-1,-1,-1,-1,-1,giày fom không dc đẹp lắm nhưng giá tiền này thì không đòi_hỏi gì nhiều giày đẹp toàn tiền triệu đôi này mua trải_nghiệm vài bữa cũng tốt
Giày đep lắm,-1,-1,1,-1,-1,-1,-1,-1,giày đep lắm
Hàng giao nhanh giày đẹp chất lượng nên mua jajsbbssbsnsnsnsjjsjsn,-1,1,1,1,-1,-1,-1,-1,hàng giao nhanh giày đẹp chất_lượng nên mua jajsbbssbsnsnsnsjjsjsn
Giày khá ổn so với giá tiền  Tuy nhiên mùi giày hơi hắc from giày hơi móp méo  Đế khá cứng chứ k bị mềm như những shop khác bán chỉ khâu đều Bán giày rẻ nhưng shop vẫn đầu tư hộp bảo vệ giày,-1,-1,2,2,-1,1,2,-1,giày khá ổn so với giá tiền tuy_nhiên mùi giày hơi hắc from giày hơi móp méo_đế khá cứng chứ không bị mềm như những cửa_hàng khác bán chỉ khâu đều bán giày rẻ nhưng cửa_hàng vẫn đầu_tư hộp bảo_vệ giày
Giày from được. Chất liệu tương ứng với giá tiền. Hơi cứng. Thanks shop,-1,-1,2,2,-1,-1,-1,-1,giày from được chất_liệu tương_ứng với giá tiền hơi cứng_thanks cửa_hàng
"hàng rộng, đặt số nhỏ nhất 35 mà vẫn rộng 2cm",-1,-1,-1,-1,0,-1,-1,-1,hàng rộng đặt số nhỏ nhất 35 mà vẫn rộng 2 cm
"Giày siêu xinh luôn , mang vào rất thoải mái , shop gửi hàng rất nhanh , với giá tiền thì mình ko mong chờ gì nhiều nhưng mà hàng về vượt qua cả mong đợi , trải nghiệm tuyệt vời :&gt;",-1,1,1,-1,1,-1,-1,-1,giày siêu_xinh luôn mang vào rất thoải_mái cửa_hàng gửi hàng rất nhanh với giá tiền thì mình không mong_chờ gì nhiều nhưng_mà hàng về vượt qua cả mong_đợi trải_nghiệm tuyệt_vời gt
Hàng thật sự rất tốt và quá mức so với giá tiền đẹp đúng mẫu gói hàng đầy đủ lun ấy nếu có dịp muốn mua nữa sẽ ủng ủng ad tiếp,-1,-1,1,-1,-1,1,1,-1,hàng thật_sự rất tốt và quá mức so với giá tiền đẹp đúng mẫu gói hàng đầy_đủ lun ấy nếu có dịp muốn mua nữa sẽ ủng ủng ad tiếp
Shop giao hàng nhanh Mang rất êm chân,-1,1,-1,1,-1,-1,-1,-1,cửa_hàng giao hàng nhanh mang rất êm_chân
"Giày rất xịn, hàng về ko hề bị móp méo j cả. Chỉ là đường keo hơi zơ, vàng nhưng giá 123k thì quá là ok rùi. Thanks Shop nhớ thường thì mk mua 38 nhưng giày này mua 37 là vừa rồi nên mn tham khảo nhá!",-1,-1,-1,-1,-1,-1,1,-1,giày rất xịn hàng về không hề bị móp méo j cả chỉ là đường keo hơi zơ vàng nhưng giá 123 k thì quá là tốt rùi thanks cửa_hàng nhớ thường thì mk mua 38 nhưng giày này mua 37 là vừa_rồi nên mn tham_khảo nhá
Lười chụp ảnh nên chọn bừa để nhận xu zậy nhưng giày rấc đẹp nha hihi,-1,-1,1,-1,-1,-1,-1,-1,lười chụp ảnh nên chọn bừa để nhận xu_zậy nhưng giày rấc đẹp nha hihi
Thật là thất vọng vch. Hàng không oke Đóng gói không oke. Giao hơi lâu :v,-1,0,-1,-1,-1,0,0,-1,thật là thất_vọng vch hàng_không tốt đóng_gói không tốt giao hơi lâu v
Hàng đúng với mô tả ổn với giá tiền giao hàng lâu nhưng vẫn cho shop 5 sao,-1,0,1,-1,-1,-1,2,-1,hàng đúng với mô_tả ổn với giá tiền giao hàng lâu nhưng vẫn cho cửa_hàng 5 sao
Vải mềm nhưng đế cứng quá. Kiểu dáng đc nhưng máy ẩu. Nói chung với giá tiền nhưng vậy là được,-1,-1,2,2,-1,-1,2,-1,vải mềm nhưng đế cứng quá kiểu_dáng được nhưng máy ẩu nói_chung với giá tiền nhưng vậy là được
Hàng giao nhanh OK,-1,1,-1,-1,-1,-1,-1,-1,hàng giao nhanh tốt
Giày xinh nhé mọi người hihi 😊,-1,-1,1,-1,-1,-1,-1,-1,giày xinh_nhé mọi người hihi
Cho shop 10 sao vì giao hàng siêu nhanh Trả lời tn siêu nhanh và thích nhất mới đặt hnay mai nhận hàng dã man Mọi người nên nghe shop đi đúng size mn hay đi là vừa xinh lun ă,-1,1,-1,-1,-1,1,-1,-1,cho cửa_hàng 10 sao vì giao hàng siêu nhanh trả_lời tn_siêu nhanh và thích nhất mới đặt hnay mai nhận hàng dã_man mọi người nên nghe cửa_hàng đi đúng kích_cỡ mn hay đi là vừa xinh_lun ă
"Giầy nhìn chắc chắn,chưa đi k biết có bền k,nhưng nhìn nói chung là ok",-1,-1,1,-1,-1,-1,2,-1,giầy nhìn chắc_chắn chưa đi không biết có bền không nhưng nhìn nói_chung là tốt
Mn nên mua,-1,-1,-1,-1,-1,-1,1,-1,mn nên mua
phom rộng đi 39 hơi rộng.. giầy đẹp với giá tiền noia chung là ổn. sẽ ủng hộ shop tiếp.,-1,-1,1,-1,0,-1,-1,-1,phom rộng đi 39 hơi rộng giầy đẹp với giá tiền noia chung là ổn sẽ ủng_hộ cửa_hàng tiếp
"Mọi người cứ tự tin đặt hàng nhé, đặt thì nhớ nhắc nhở shop một tí để shop có thể kiểm tra hàng kĩ hơn xíu , rất hài lòng vs sp ạ",-1,-1,-1,-1,-1,-1,1,-1,mọi người cứ tự_tin đặt_hàng nhé đặt thì nhớ nhắc_nhở cửa_hàng một_tí để cửa_hàng có_thể kiểm_tra hàng kĩ hơn xíu rất hài_lòng vs sản_phẩm ạ
Giày xấu  Không được như mình tưởng tượng :)),-1,-1,0,-1,-1,-1,-1,-1,giày xấu không được như mình tưởng_tượng
"Hàng đẹp đến từng chi tiết, giao hàng nhanh, giá phù hợp, vote 5sao",2,1,1,-1,-1,-1,-1,-1,hàng đẹp đến từng chi_tiết giao hàng nhanh_giá phù_hợp vote 5 sao
Giày đẹp lm nha mn.  Aaswwe đẹp lm,-1,-1,1,-1,-1,-1,-1,-1,giày đẹp lm_nha mn aaswwe đẹp lm
"bây ơi t nói thiet giày xịn lắm bây ơi, t không có dụ bây mua đâu nma giày đúng đẹp luôn má mê ly lắm tr owiiii 🤩🤩",-1,-1,1,1,-1,-1,-1,-1,bây ơi t nói thiet giày xịn lắm bây ơi t không có dụ bây mua đâu nma giày đúng đẹp luôn má mê_ly lắm tr owiiii
Giày đẹp phù hợp với giá tiền,-1,-1,1,-1,-1,-1,-1,-1,giày đẹp phù_hợp với giá tiền
"Chất lượng sản phẩm tốt, giao hàng nhanh, tôi rất thích sản phẩm này",-1,1,-1,1,-1,-1,-1,-1,chất_lượng sản_phẩm tốt giao hàng nhanh tôi rất thích sản_phẩm này
"OK, nhưng k dc trắng lắm mà một số chỗ bị vàng vàng, form giày hơi méo một xíu nhưng k đáng kể",-1,-1,2,-1,-1,-1,-1,-1,tốt nhưng không dc trắng lắm mà một_số chỗ bị vàng_vàng form giày hơi méo một xíu nhưng không đáng_kể
"Giày giữ dáng tốt đóng gói cẩn thận, giày nhiều chỗ hơi ngà màu nhưng giá như vậy là k có gì chê",-1,-1,2,-1,-1,1,-1,-1,giày giữ_dáng tốt đóng_gói cẩn_thận giày nhiều chỗ hơi ngà màu nhưng giá như_vậy là không có gì chê
giày đẹp xịn okee tuyệt với hết nước chấm đi 100 năm không hỏng ae à,-1,-1,1,-1,-1,-1,-1,-1,giày đẹp xịn okee_tuyệt với hết nước chấm đi 100 năm không hỏng ae à
Sp xinh lắm nha nhma nên nới size một chút để mang thoải mái hơn nha 🌷🦥,-1,-1,1,-1,-1,-1,-1,-1,sản_phẩm xinh lắm nha nhma nên nới_kích_cỡ một_chút để mang thoải_mái hơn nha
